respid,intfreq,snsint2,q20,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,cregion,sex,age,marital,educ2,emplnw,inc,party,partyln
100477,2,1,2,2,2,1,2,1,2,2,1,2, , ,3, ,4,2,1,2,1,1,56,6,6,1,7,3,2
100478,3,2,2,1,1,1,2,2,2,2,2,2,1,5,5, , ,1,1,2,2,2,59,3,4,6,99,2, 
100479,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,5,1,1,2,3,2,25,6,7,1,4,2, 
100481,1,1,2,2,1,1,1,1,2,1,1,2, ,1,1,1,3,1,1,1,2,2,35,3,6,1,9,1, 
100482,2,1,3,2,2,1,2,1,2,1,1,2, , ,1, ,1,1,1,2,1,1,70,3,6,3,6,2, 
100483,1,1,1,2,1,1,1,1,1,1,2,2, ,1,1,4,3,2,1,2,1,2,25,2,6,2,3,2, 
100484,2,1,2,1,1,1,1,1,1,2,1,2,4,1,1,4,1,2,1,2,1,1,46,6,5,4,3,2, 
100485,1,1,2,2,1,1,2,1,1,1,2,2, ,1,3, ,1,2,1,2,1,2,26,6,6,7,98,2, 
100487,1,1,1,2,2,1,2,1,1,2,1,1, , ,1, ,2,2,1,1,3,1,42,1,4,1,6,3,2
100488,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2, ,4,1,1,2,1,2,61,1,6,3,7,1, 
100489,3,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,2,2,1,1,63,1,5,2,3,2, 
100491,3,1,1,2,1,2,2,2,2,2,2,2, ,2, , , ,2,2,1,3,2,22,6,3,4,3,3,1
100493,2,1,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,23,6,3,1,2,3,9
100494,4,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,2,65,1,4,4,5,2, 
100496,4,1,3,2,1,1,2,2,2,1,2,2, ,1,1, , ,1,2,1,4,2,29,1,3,4,2,4,8
100498,2,1,2,1,2,1,2,1,2,2,1,2,3, ,1, ,3,1,1,1,3,1,43,3,7,1,7,3,1
100499,3,1, ,2,2,1,2,1,2,2,2,2, , ,3, ,3,2,1,2,3,1,72,1,3,3,99,3,1
100500,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,1,1,55,9,6,1,99,1, 
100501,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,2,2,64,1,6,5,6,2, 
100506,2,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,5,1,1,2,3,1,54,1,6,1,99,2, 
100507,2,1,2,2,1,1,1,1,2,2,1,2, ,2,3,2,3,2,1,2,3,1,59,1,7,1,8,2, 
100508,1,1,2,2,1,1,1,1,2,1,2,2, ,1,4,5,3,2,1,1,3,1,19,6,3,2,5,3,1
100509,1,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,3,2,48,1,6,1,98,2, 
100514,1,1,3,1,2,1,2,1,1,2,1,2,3, ,5, ,3,2,1,1,2,1,39,1,7,1,5,5,8
100515,3,1,2,2,2,1,2,2,1,2,2,2, , ,3, , ,2,1,2,1,2,49,1,6,1,9,2, 
100516,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,2,1,2,4,1,35,2,6,1,9,2, 
100517,2,1,2,2,2,1,2,1,2,2,1,1, , ,2, ,3,1,1,2,3,1,58,1,8,1,9,2, 
100518,2,1,2,1,1,1,1,2,2,2,2,2,2,1,3,1, ,2,1,2,1,2,20,2,3,1,2,3,8
100520,2,1,1,2,1,1,2,1,2,1,2,2, ,5,1, ,1,2,2,1,2,2,33,2,3,2,2,2, 
100521,2,1,3,2,1,1,1,1,1,1,2,2, ,5,1,5,3,1,1,1,2,2,36,3,5,2,2,2, 
100523,1,1,1,1,2,2,2,2,2,2,2,2,1, , , , ,2,1,2,1,1,28,4,6,1,7,5,8
100525,2,1,2,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,1,2,4,2,53,1,6,1,8,2, 
100526,2,1,2,1,2,2,2,1,2,2,1,1,1, , , ,3,2,1,1,2,1,29,3,8,1,8,2, 
100528,1,1,1,2,1,1,1,1,2,2,2,2, ,1,1,5,1,2,2,2,1,2,38,6,4,2,1,3,8
100531,2,1,2,1,1,2,2,1,2,2,2,2,2,2, , ,2,1,1,1,3,1,60,1,7,3,9,3,1
100532,1,1,3,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,18,6,4,2,4,2, 
100534,2,1,2,2,2,1,2,1,2,1,2,2, , ,1, ,2,1,1,1,2,2,66,1,4,3,6,3,2
100537,1,1,1,1,1,2,2,1,2,2,1,2,1,2, , ,2,1,1,1,1,1,38,1,6,1,9,2, 
100538,2,1,3,2,2,1,2,1,2,2,1,2, , ,4, ,2,1,1,1,1,1,44,1,7,1,9,2, 
100541,2,1,2,1,1,2,2,2,2,2,2,2,1,2, , , ,1,1,1,3,1,45,1,8,1,9,2, 
100542,3,1,2,2,2,1,2,2,2,2,1,2, , ,2, , ,1,1,1,3,2,48,2,5,4,8,3,8
100543,3,1,2,1,1,2,2,2,2,1,1,2,3,3, , , ,1,1,1,3,2,47,1,8,1,9,2, 
100544,2,1,1,1,1,1,2,1,2,1,1,2,4,2,1, ,2,1,1,1,1,2,57,1,6,2,7,2, 
100547,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,22,6,3,2,8,3,2
100548,2,1,2,2,1,1,2,1,2,1,2,2, ,3,3, ,3,2,2,2,3,2,40,6,6,1,6,3,8
100549,2,2,1,2,2,2,1,1,2,2,2,2, , , ,5,1,2,2,2,3,1,52,3,3,1,3,1, 
100551,3,1,2,2,2,1,2,1,2,2,2,2, , ,5, ,5,1,1,1,1,1,53,5,5,1,5,1, 
100554,1,1,1,2,1,1,1,1,2,1,2,2, ,1,3,1,3,2,1,2,3,2,18,6,3,1,5,1, 
100559,1,1,1,2,1,1,1,1,2,2,1,1, ,1,1,3,3,1,1,1,4,2,38,6,5,1,9,3,2
100564,5,1,3,2,2,1,2,2,2,2,2,2, , ,3, , ,2,1,2,3,2,72,5,6,3,4,2, 
100565,2,1,2,2,1,1,2,2,1,1,1,2, ,3,2, , ,1,1,2,3,2,48,2,4,1,8,3,1
100570,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,52,1,3,5,99,1, 
100572,1,1,4,1,1,1,2,1,1,8,1,2,3,1,2, ,3,2,1,1,3,1,35,1,8,1,4,3,2
100574,2,1,2,2,2,1,2,2,2,1,2,2, , ,2, , ,1,1,1,1,2,44,1,8,1,9,3,2
100576,2,1,1,1,2,1,2,1,2,1,1,2,3, ,2, ,3,1,1,1,1,2,44,1,4,2,9,3,2
100577,1,1,1,2,2,1,1,1,2,2,2,2, , ,1,4,2,2,2,2,3,1,50,3,2,6,2,2, 
100578,2,1,3,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,2,2,65,3,4,1,6,2, 
100579,2,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,1,1,69,5,4,1,7,2, 
100580,2,1,2,1,1,1,1,1,1,1,1,2,3,3,3,4,4,1,1,1,1,2,55,1,6,1,7,1, 
100581,1,1,3,2,1,1,1,1,2,2,2,1, ,1,1,1,1,1,1,1,3,1,51,2,4,5,99,1, 
100583,2,1,1,2,2,1,2,1,1,2,2,2, , ,3, ,5,1,1,2,3,2,55,2,8,3,5,1, 
100584,3,1,1,2,1,1,1,1,2,1,2,2, ,2,1,1,1,2,1,1,2,1,18,6,3,1,98,1, 
100585,1,1,3,2,1,1,1,1,2,1,1,2, ,2,1,3,3,1,1,1,4,2,37,2,4,1,7,1, 
100588,1,1,1,2,2,1,2,1,2,2,1,1, , ,3, ,2,1,1,1,3,1,30,2,4,5,4,3,9
100590,2,1,2,2,2,1,2,1,2,2,1,2, , ,4, ,2,2,1,2,2,1,54,1,7,1,6,3,1
100591,1,1,1,2,2,1,1,1,2,2,2,2, , ,1,1,4,1,1,2,2,1,37,1,2,1,4,1, 
100592,4,1,1,2,2,1,2,2,2,1,2,2, , ,4, , ,2,2,2,2,2,56,3,6,2,2,1, 
100596,2,1,2,2,2,1,2,1,2,1,1,2, , ,1, ,3,1,1,2,3,2,62,1,5,6,6,1, 
100597,2,1,2,2,2,1,2,1,2,1,2,2, , ,3, ,4,1,1,2,2,2,65,1,8,3,7,2, 
100599,1,1,3,1,1,1,2,1,1,2,1,1,4,1,1, ,2,1,1,2,1,2,33,2,6,1,9,2, 
100600,2,1,2,1,1,2,2,1,2,2,1,1,1,3, , ,2,1,1,1,3,1,46,1,6,1,9,3,2
100601,1,1,1,2,2,1,1,1,1,2,2,1, , ,1,5,4,2,1,1,4,2,29,1,7,1,6,2, 
100603,4,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,4,1,68,3,3,3,2,1, 
100604,2,1,2,2,1,1,2,1,2,2,1,2, ,3,3, ,3,1,1,1,4,1,35,1,8,1,9,3,2
100605,2,1,3,1,1,1,2,1,2,1,2,1,2,3,1, ,1,1,1,2,4,2,57,1,5,4,7,1, 
100606,2,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,3,2,1,1,4,1,20,6,3,4,8,3,2
100607,2,1,3,1,1,1,2,1,2,1,1,2,3,3,2, ,4,1,1,2,4,2,52,1,8,1,9,3,2
100608,3,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,4,2,73,3,5,3,4,3,2
100609,2,1,1,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,2,4,1,55,1,3,1,6,2, 
100612,1,1,3,1,1,1,2,1,2,2,1,2,5,1,1, ,1,2,1,1,4,1,40,1,6,1,8,3,1
100614,2,1,3,2,2,1,1,1,1,2,1,1, , ,3,5,1,2,1,1,4,1,32,6,4,1,3,3,2
100615,1,2,3,2,2,2,2,1,2,2,2,2, , , , ,4,2,1,2,1,1,57,1,7,1,9,3,8
100616,2,1,3,2,1,1,2,2,2,1,2,2, ,1,1, , ,1,2,2,3,2,59,1,6,1,8,2, 
100620,2,1,3,1,1,1,2,1,2,2,1,2,3,4,3, ,3,1,1,1,1,2,45,1,6,1,9,3,2
100622,2,1,2,2,2,1,2,2,2,1,2,2, , ,3, , ,1,1,1,1,2,60,1,6,4,4,3,2
100626,2,1,2,2,2,1,2,1,2,2,1,2, , ,3, ,5,1,1,2,3,2,68,1,6,3,5,1, 
100628,2,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,2,1,1,1,3,1,54,1,6,1,9,2, 
100632,2,1,1,2,2,1,2,1,1,1,1,2, , ,5, ,3,2,1,2,1,1,67,1,6,3,6,3,2
100633,4,2,1,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,1,2,1,72,1,4,1,8,1, 
100636,2,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,4,1,58,1,7,1,9,3,1
100638,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,3,1,1,2,3,1,41,3,6,1,9,1, 
100639,2,1,2,2,2,2,2,2,2,2,1,2, , , , , ,1,1,1,3,1,48,1,6,1,8,1, 
100640,1,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,2,2,3,2,67,3,3,1,1,1, 
100643,2,1,1,2,1,1,2,1,2,2,2,2, ,2,1, ,2,2,1,1,2,2,57,5,3,1,3,4,2
100644,2,1,1,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,2,4,2,38,2,6,1,4,3,1
100646,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,4,2,67,1,6,3,7,2, 
100647,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,2,69,5,6,3,6,3,2
100651,1,1,2,2,1,1,2,1,1,1,2,2, ,1,1, ,1,1,1,1,3,2,39,1,7,1,8,2, 
100652,3,2,2,2,2,2,2,1,1,2,1,2, , , , ,4,1,1,2,3,1,64,1,3,3,7,1, 
100653,1,2,3,2,2,2,2,2,2,2,1,2, , , , , ,1,1,2,3,1,66,3,7,1,9,1, 
100654,2,2,3,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,2,1,83,4,6,3,3,3,8
100655,1,1,1,2,1,1,1,1,1,1,2,2, ,1,1,2,3,2,1,1,1,2,30,2,6,1,7,2, 
100657,2,1,1,2,2,1,1,1,2,1,2,1, , ,1,1,1,2,1,1,2,1,25,6,6,4,9,1, 
100658,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,5,2,2,1,3,1,63,1,4,3,4,3,2
100660,2,1,1,1,1,1,2,1,1,2,2,2,5,1,1, ,1,2,2,1,2,1,30,6,3,8,98,3,8
100661,1,1,3,2,2,1,2,1,2,2,2,2, , ,4, ,3,1,1,1,3,2,58,1,3,4,5,3,2
100664,2,1,3,1,2,1,2,1,2,1,2,2,2, ,2, ,2,2,1,1,2,2,63,1,8,3,7,4,8
100666,2,1,2,1,2,1,2,1,1,2,2,2,5, ,1, ,1,1,1,2,4,2,60,1,4,5,9,2, 
100667,1,2,2,1,2,2,2,1,1,2,1,1,4, , , ,3,2,1,2,2,1,27,1,6,1,6,2, 
100671,2,1,1,1,1,1,2,1,1,2,1,2,5,3,3, ,4,1,1,2,3,1,34,2,7,1,7,2, 
100674,2,1,2,2,1,1,2,2,2,1,2,2, ,3,3, , ,1,1,2,4,2,60,1,6,3,99,3,2
100675,2,1,2,2,1,1,2,1,1,1,1,1, ,3,1, ,3,2,1,2,4,2,61,1,5,8,8,3,8
100677,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,25,6,5,1,99,9,9
100680,2,1,3,2,1,1,1,1,1,2,1,1, ,1,1,1,3,1,1,1,3,1,26,6,4,1,99,4,8
100682,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,2,2,2,4,1,57,6,5,2,4,2, 
100683,2,1,1,2,2,1,2,1,2,1,2,2, , ,2, ,2,2,1,2,4,2,37,1,6,2,5,3,1
100686,1,1,2,2,2,1,2,1,2,1,2,1, , ,1, ,1,1,1,1,4,2,52,1,6,4,4,2, 
100687,3,1,2,2,2,1,2,2,2,1,2,2, , ,2, , ,1,1,2,3,2,68,3,3,3,5,1, 
100688,2,1,2,2,2,1,2,2,2,2,2,2, , ,3, , ,2,1,2,3,1,58,1,8,1,8,1, 
100689,2,2,1,2,2,2,1,1,2,2,2,2, , , ,3,5,1,2,1,2,1,44,1,5,1,7,2, 
100691,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,3,1,63,3,6,5,99,3,2
100693,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,2,1,56,3,6,1,6,1, 
100694,2,1,1,2,1,1,1,1,2,1,2,1, ,1,1,1,1,1,1,1,3,1,18,6,2,2,1,3,1
100696,2,1,1,2,1,1,1,1,2,2,2,1, ,3,2,3,3,2,2,1,2,2,21,6,3,1,3,3,2
100698,2,1,2,2,2,1,2,1,2,1,2,2, , ,3, ,4,1,1,2,2,2,58,1,4,1,9,1, 
100699,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,2,1,52,1,3,1,4,1, 
100701,1,1,2,1,1,1,2,1,2,2,1,2,4,4,1, ,4,1,1,2,1,2,67,6,6,1,6,2, 
100703,2,1,1,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,1,4,1,37,1,5,1,6,2, 
100706,1,1,1,1,2,1,2,1,2,2,1,1,1, ,3, ,3,1,1,2,3,1,33,1,8,1,9,3,9
100707,2,1,1,2,1,1,1,1,2,2,2,2, ,1,1,1,3,2,1,1,1,1,24,6,6,2,3,2, 
100708,1,1,2,2,1,1,2,1,1,1,2,2, ,3,3, ,3,1,1,2,2,2,62,1,8,2,9,2, 
100710,1,1,3,2,2,1,2,1,2,2,1,2, , ,1, ,3,2,1,2,1,1,44,1,8,1,9,1, 
100712,2,1,1,2,1,1,1,1,2,2,2,2, ,3,3,2,3,2,1,1,4,1,24,6,4,1,6,3,1
100713,2,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,1,2,72,1,3,3,3,2, 
100714,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,4,1,72,1,7,3,7,2, 
100716,2,1,1,1,2,1,2,1,2,1,1,1,3, ,1, ,1,1,1,1,2,1,47,1,6,1,8,2, 
100719,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,18,6,3,2,1,2, 
100720,5,2,1,2,2,2,2,2,8,2,2,2, , , , , ,2,2,2,4,2,72,5,4,4,2,3,8
100721,2,1,1,1,1,1,2,1,2,2,2,2,3,1,1, ,4,2,1,1,3,1,48,4,4,1,6,1, 
100723,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,2,2,1,2,2,1,61,3,3,6,2,3,2
100725,1,1,2,2,2,1,1,1,2,2,2,2, , ,1,3,1,1,1,2,3,1,53,6,7,1,5,2, 
100726,3,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,4,1,1,1,3,2,66,1,3,3,5,1, 
100727,3,1,2,2,1,1,2,1,2,2,2,2, ,2,1, ,1,1,1,2,1,1,57,6,3,3,4,1, 
100728,1,2,1,2,2,2,2,1,8,2,1,1, , , , ,3,2,1,1,2,1,26,6,6,1,98,1, 
100731,1,1,3,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,1,2,2,60,4,2,8,1,3,2
100733,2,1,2,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,1,1,57,1,6,3,9,1, 
100734,1,1,1,2,1,1,2,1,2,1,2,2, ,1,1, ,1,1,1,2,4,1,36,1,6,1,2,1, 
100735,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,1,75,1,6,3,98,8,8
100737,1,1,1,1,1,1,1,1,2,1,2,1,5,3,1,1,1,1,1,1,2,2,23,6,4,4,1,3,1
100738,2,1,1,2,1,1,2,1,1,1,1,2, ,1,3, ,1,1,2,1,1,2,30,1,6,1,7,4,8
100739,2,1,3,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,4,1,60,2,7,3,8,1, 
100740,2,1,2,1,1,1,1,1,2,1,1,2,3,5,5,5,4,1,1,2,3,1,32,1,7,1,6,3,2
100744,2,1,3,1,1,1,2,1,2,2,1,2,1,1,3, ,1,1,1,1,3,1,27,6,8,1,9,2, 
100746,1,1,2,1,1,1,2,1,2,2,1,2,1,5,2, ,3,1,1,2,4,1,65,1,6,1,9,1, 
100748,2,1,2,2,1,1,1,1,2,2,2,2, ,1,4,1,1,2,1,1,2,1,18,6,2,1,8,3,2
100749,4,1, ,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,2,2,2,1,51,6,3,1,7,1, 
100750,2,1,2,2,2,1,2,2,2,2,2,2, , ,3, , ,1,2,2,1,2,78,5,3,4,98,3,1
100751,4,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,1,3,1,50,6,6,1,7,4,1
100752,2,2,3,1,2,2,2,1,2,2,2,2,3, , , ,2,1,1,2,3,1,52,1,6,1,7,2, 
100754,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,1,1,2,2,1,51,1,3,1,8,2, 
100756,1,1,2,2,1,1,2,1,1,2,1,2, ,2,1, ,3,2,1,1,1,1,32,1,2,1,8,1, 
100757,2,1,3,2,2,1,2,1,2,2,2,2, , ,2, ,2,1,1,2,4,2,49,1,7,1,7,2, 
100758,1,2,9,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,1,22,6,4,1,9,1, 
100762,1,1,1,2,1,1,1,2,2,1,2,2, ,2,3,1, ,2,1,2,3,2,18,6,3,4,9,3,2
100766,2,1, ,1,2,1,2,2,2,2,2,2,5, ,2, , ,2,1,2,4,2,62,3,4,1,5,2, 
100769,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,1,1,27,1,8,1,8,3,2
100770,1,1,1,1,1,1,2,1,2,2,2,2,3,2,2, ,2,1,1,1,3,1,29,6,5,1,4,3,9
100771,2,1,3,2,2,1,1,1,2,1,1,1, , ,1,1,3,1,1,2,3,2,55,1,4,5,8,1, 
100772,1,1,1,2,1,2,1,1,2,2,2,2, ,1, ,1,1,2,1,1,3,1,19,6,3,2,6,3,1
100774,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1, ,3,1,1,1,3,1,29,1,6,1,9,3,1
100776,2,2,2,1,2,2,2,1,1,1,2,1,3, , , ,2,1,1,2,2,1,59,3,5,3,8,1, 
100778,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,1,1,1,2,2,1,35,1,7,1,7,1, 
100780,3,1,1,1,1,1,2,1,1,2,2,2,1,3,1, ,1,1,1,2,1,1,44,1,4,1,6,2, 
100785,1,2,2,1,2,2,1,1,2,2,2,2,3, , ,4,1,1,1,1,2,1,23,6,3,4,98,3,1
100788,4,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,3,1,37,1,5,3,2,2, 
100789,2,1,1,2,2,1,1,1,2,1,2,2, , ,1,1,2,1,1,2,2,1,21,1,4,1,6,1, 
100790,2,1,1,2,2,1,1,1,2,2,2,2, , ,2,5,5,2,2,2,2,1,66,3,3,3,98,1, 
100793,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,1,3,2,53,1,4,1,7,2, 
100794,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,56,1,8,1,9,1, 
100797,5,1,3,2,1,1,2,1,2,1,2,2, ,2,2, ,1,2,1,1,1,2,43,1,3,4,1,2, 
100799,2,1,1,1,2,1,2,1,1,2,1,2,1, ,3, ,4,1,1,2,2,1,34,1,8,1,9,2, 
100800,2,1,2,2,1,1,2,1,2,1,2,2, ,5,1, ,2,2,1,2,2,2,53,1,6,1,2,1, 
100802,1,1,1,1,2,2,2,1,2,2,2,1,1, , , ,2,2,1,1,1,1,33,2,6,1,7,2, 
100803,2,1,3,2,2,1,2,1,1,2,1,2, , ,3, ,2,1,1,2,3,1,52,1,7,1,9,3,8
100805,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,64,1,7,3,5,1, 
100807,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,5,1,1,2,3,2,67,1,7,3,98,3,1
100810,2,1,1,2,2,1,1,1,2,2,2,2, , ,1,1,1,2,2,2,3,1,28,1,2,1,4,3,9
100814,1,1,3,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,3,1,63,3,5,1,3,3,1
100816,1,1,3,2,1,1,1,1,2,2,2,2, ,1,1,2,3,1,1,1,3,1,45,1,6,1,3,1, 
100820,2,1, ,1,1,1,1,1,1,2,2,2,3,1,2,3,1,1,1,2,1,1,37,3,3,1,3,3,1
100822,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,3,4,1,1,2,4,2,31,4,7,1,7,2, 
100823,1,1,3,2,1,1,2,1,2,1,2,2, ,1,1, ,3,2,1,1,1,2,29,1,5,1,6,4,9
100826,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,1,72,1,8,3,6,1, 
100827,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,3,2,2,2,2,1,40,1,8,1,3,3,1
100828,2,1,2,2,2,1,2,1,2,1,1,2, , ,4, ,5,1,1,2,3,1,61,1,3,5,9,1, 
100830,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,2,2,19,6,5,2,2,2, 
100831,2,1,3,2,2,1,1,1,2,1,8,1, , ,2,1,2,1,2,1,2,1,21,3,5,4,1,1, 
100832,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,38,1,4,1,8,1, 
100833,3,1, ,2,1,2,2,1,2,2,2,2, ,5, , ,2,1,1,1,3,2,49,1,3,1,4,3,2
100835,1,1, ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,25,6,4,2,4,2, 
100836,4,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,3,2,75,1,2,3,5,2, 
100838,1,2,3,2,2,2,2,1,1,2,2,2, , , , ,3,1,1,2,3,1,42,1,7,5,98,3,2
100842,2,1,3,2,1,1,2,1,2,1,1,2, ,1,1, ,4,1,1,2,3,2,67,1,6,3,8,1, 
100843,2,2,3,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,3,1,73,4,5,5,6,2, 
100847,2,2,3,2,2,2,2,1,2,2,1,1, , , , ,3,2,1,2,2,1,51,1,7,1,9,1, 
100849,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,3,1,33,1,3,4,1,3,1
100851,1,2,3,2,2,2,2,1,2,2,2,1, , , , ,2,2,1,1,2,1,30,6,5,7,7,3,2
100855,1,1,2,2,2,1,1,1,2,2,2,2, , ,5,2,1,2,1,2,2,1,45,6,5,4,99,9,2
100856,2,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,4,2,1,1,3,2,52,1,3,6,6,1, 
100859,1,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,3,2,1,2,3,1,52,1,7,1,4,2, 
100860,1,1, ,2,2,1,2,2,2,1,2,2, , ,1, , ,1,1,2,2,2,60,1,3,2,6,1, 
100862,1,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,1,2,2,1,1,27,6,3,2,8,3,9
100865,2,1,2,1,2,2,2,1,1,1,2,1,2, , , ,1,1,1,1,2,1,21,6,4,1,9,3,2
100866,2,1,3,2,2,1,2,1,2,1,2,2, , ,1, ,5,2,1,2,2,2,55,3,5,1,2,9,9
100869,2,1,3,1,2,1,2,1,2,1,2,2,1, ,1, ,1,2,1,2,2,1,58,1,4,1,4,1, 
100871,1,1,2,1,2,1,1,1,2,2,2,2,2, ,1,1,1,2,1,1,3,1,21,6,4,2,2,2, 
100873,2,1,2,2,1,2,2,2,2,1,2,2, ,3, , , ,2,1,2,2,2,39,6,3,1,4,1, 
100875,2,1,2,2,1,1,2,1,1,1,1,2, ,4,3, ,3,2,1,2,3,2,40,1,6,2,4,2, 
100877,2,1,1,2,1,1,1,1,1,2,1,2, ,1,2,1,2,2,1,2,3,1,23,6,6,7,1,3,9
100878,1,1,2,2,2,1,2,1,2,1,1,2, , ,5, ,4,1,1,1,2,2,52,1,6,1,9,2, 
100880,2,1,2,1,2,2,2,1,2,2,2,2,1, , , ,4,1,1,2,2,1,48,1,7,1,8,3,1
100882,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,4,2,2,1,2,2,2,28,6,6,1,6,2, 
100884,4,1,2,1,2,1,2,2,2,1,1,2,3, ,2, , ,1,1,1,4,2,99,1,6,3,99,2, 
100889,1,2,3,2,2,2,2,1,2,2,1,1, , , , ,3,1,1,2,4,1,26,6,7,8,5,5,2
100891,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,3,2,1,2,4,1,26,2,6,1,6,2, 
100893,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,3,2,2,1,1,4,1,18,6,2,2,9,3,1
100894,1,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,2,4,1,39,6,7,1,9,1, 
100895,2,1,3,1,1,1,2,1,1,1,1,2,1,1,5, ,5,1,1,2,4,2,30,6,6,5,6,2, 
100896,2,1, ,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,4,1,99,6,4,99,99,3,2
100897,2,1,1,2,2,1,2,2,2,2,2,2, , ,4, , ,2,1,2,4,1,56,3,5,1,7,2, 
100898,2,1,3,2,2,1,2,1,2,2,2,1, , ,1, ,2,1,1,2,4,2,67,1,7,3,7,2, 
